时间	播放量	追番人数	弹幕总数	评分	评分人数
2019-12-14 19:06:31	33062815	1707584	1104985	9.8	30988
2019-12-14 20:06:40	33066333	1707789	1105052	9.8	30988
2019-12-14 21:06:47	33069670	1708003	1105167	9.8	30993
2019-12-14 22:06:54	33072801	1708242	1105237	9.8	30993
2019-12-14 23:07:05	33076197	1708504	1105349	9.8	30993
2019-12-15 00:07:15	33080165	1708773	1105450	9.8	30999
2019-12-15 01:07:31	33084451	1709092	1105520	9.8	30999
2019-12-15 02:07:43	33088129	1709404	1105595	9.8	31001
2019-12-15 03:07:55	33090697	1709571	1105649	9.8	31003
2019-12-15 04:08:41	33092307	1709674	1105722	9.8	31005
2019-12-15 05:08:51	33093323	1709731	1105731	9.8	31008
2019-12-15 06:09:35	33093970	1709770	1105737	9.8	31009
2019-12-15 07:09:44	33094412	1709799	1105742	9.8	31009
2019-12-15 08:09:58	33094848	1709813	1105765	9.8	31009
2019-12-15 09:10:05	33095544	1709849	1105771	9.8	31009
2019-12-15 10:10:12	33096785	1709935	1105788	9.8	31009
2019-12-15 11:10:21	33098696	1710033	1105834	9.8	31009
2019-12-15 12:10:28	33101089	1710208	1105889	9.8	31009
2019-12-15 13:10:39	33103952	1710410	1105959	9.8	31009
2019-12-15 14:10:53	33107259	1710602	1106001	9.8	31009
2019-12-15 15:11:06	33110688	1710832	1106064	9.8	31013
2019-12-15 16:16:00	33114129	1711045	1106129	9.8	31015
2019-12-15 17:16:15	33116945	1711210	1106217	9.8	31018
2019-12-15 18:19:00	33120294	1711418	1106307	9.8	31019
2019-12-15 19:19:15	33123366	1711588	1106392	9.8	31020
2019-12-15 20:20:41	33126432	1711768	1106521	9.8	31023
2019-12-15 21:20:49	33129402	1711936	1106596	9.8	31023
2019-12-15 22:22:56	33132947	1712147	1106684	9.8	31025
2019-12-15 23:23:16	33136785	1712362	1106758	9.8	31025
2019-12-16 00:23:36	33140989	1712590	1106846	9.8	31036
2019-12-16 01:23:58	33145107	1712849	1106929	9.8	31040
2019-12-16 02:24:12	33147929	1712994	1106978	9.8	31040
2019-12-16 03:24:22	33149610	1713081	1107010	9.8	31042
2019-12-16 04:24:40	33150575	1713119	1107023	9.8	31042
2019-12-16 05:24:48	33151107	1713140	1107026	9.8	31044
2019-12-16 06:24:56	33151484	1713153	1107032	9.8	31045
2019-12-16 07:25:09	33151818	1713162	1107034	9.8	31045
2019-12-16 08:25:24	33152268	1713176	1107041	9.8	31045
2019-12-16 09:25:39	33152839	1713205	1107060	9.8	31046
2019-12-16 10:25:49	33153629	1713248	1107080	9.8	31046
2019-12-16 11:25:56	33154707	1713297	1107114	9.8	31047
2019-12-16 12:26:12	33156061	1713350	1107153	9.8	31047
2019-12-16 13:26:22	33158071	1713432	1107194	9.8	31047
2019-12-16 14:26:36	33160831	1713568	1107288	9.8	31049
2019-12-16 15:26:49	33162583	1713649	1107335	9.8	31049
2019-12-16 16:26:59	33164044	1713719	1107375	9.8	31054
2019-12-16 17:27:11	33165470	1713774	1107398	9.8	31056
2019-12-16 18:27:20	33167271	1713855	1107422	9.8	31056
2019-12-16 19:27:35	33169772	1713947	1107485	9.8	31059
2019-12-16 20:27:43	33172359	1714075	1107571	9.8	31060
2019-12-16 21:27:57	33175023	1714200	1107655	9.8	31063
2019-12-16 22:28:11	33177881	1714335	1107718	9.8	31063
2019-12-16 23:28:24	33181327	1714498	1107808	9.8	31067
2019-12-17 00:30:46	33185328	1714707	1107896	9.8	31073
2019-12-17 01:30:54	33188964	1714874	1107964	9.8	31075
2019-12-17 02:31:03	33191269	1714989	1108013	9.8	31075
2019-12-17 03:31:11	33192649	1715046	1108045	9.8	31078
2019-12-17 04:31:31	33193530	1715077	1108055	9.8	31079
2019-12-17 05:34:18	33194124	1715091	1108059	9.8	31079
2019-12-17 06:34:33	33194461	1715105	1108062	9.8	31079
2019-12-17 07:34:54	33194766	1715116	1108067	9.8	31082
2019-12-17 08:35:02	33195215	1715136	1108086	9.8	31082
2019-12-17 09:35:18	33195749	1715173	1108093	9.8	31082
2019-12-17 10:35:29	33196580	1715220	1108103	9.8	31082
2019-12-17 11:35:39	33197574	1715267	1108117	9.8	31082
2019-12-17 12:35:49	33198923	1715321	1108156	9.8	31083
2019-12-17 13:35:57	33201296	1715423	1108195	9.8	31083
2019-12-17 14:36:10	33203921	1715536	1108252	9.8	31088
2019-12-17 15:36:21	33205567	1715615	1108295	9.8	31089
2019-12-17 16:36:35	33207009	1715669	1108324	9.8	31091
2019-12-17 17:36:48	33208526	1715737	1108367	9.8	31093
2019-12-17 18:38:37	33210415	1715802	1108416	9.8	31096
2019-12-17 19:38:45	33212836	1715902	1108459	9.8	31096
2019-12-17 20:38:54	33215282	1716018	1108519	9.8	31101
2019-12-17 21:39:01	33217595	1716138	1108577	9.8	31102
2019-12-17 22:39:12	33220286	1716275	1108641	9.8	31103
2019-12-17 23:39:19	33223577	1716435	1108698	9.8	31112
2019-12-18 00:39:39	33227378	1716604	1108754	9.8	31119
2019-12-18 01:39:48	33230862	1716756	1108852	9.8	31121
2019-12-18 02:39:58	33233088	1716840	1108912	9.8	31123
2019-12-18 03:40:08	33234390	1716888	1108926	9.8	31124
2019-12-18 04:40:20	33235085	1716909	1108948	9.8	31126
2019-12-18 05:40:33	33235508	1716926	1108973	9.8	31126
2019-12-18 06:40:51	33235880	1716939	1108975	9.8	31126
2019-12-18 07:41:00	33236256	1716945	1108979	9.8	31126
2019-12-18 08:41:08	33236752	1716950	1108986	9.8	31126
2019-12-18 09:42:26	33237474	1716972	1108988	9.8	31127
2019-12-18 10:42:47	33238334	1717005	1109004	9.8	31127
2019-12-18 11:42:59	33239372	1717057	1109015	9.8	31128
2019-12-18 12:43:11	33240710	1717117	1109028	9.8	31131
2019-12-18 13:48:09	33243298	1717206	1109071	9.8	31132
2019-12-18 14:48:18	33245457	1717310	1109119	9.8	31134
2019-12-18 15:48:27	33247011	1717370	1109139	9.8	31137
2019-12-18 16:48:43	33248427	1717425	1109166	9.8	31138
2019-12-18 17:48:54	33249906	1717487	1109189	9.8	31140
2019-12-18 18:49:06	33251777	1717561	1109238	9.8	31140
2019-12-18 19:49:18	33254074	1717659	1109303	9.8	31145
2019-12-18 20:49:40	33256467	1717760	1109334	9.8	31145
2019-12-18 21:49:56	33258816	1717872	1109410	9.8	31145
2019-12-18 22:50:06	33261443	1717985	1109499	9.8	31147
2019-12-18 23:50:17	33264541	1718118	1109572	9.8	31149
2019-12-19 00:55:30	33268086	1718248	1109650	9.8	31152
2019-12-19 01:55:52	33270731	1718340	1109712	9.8	31152
2019-12-19 02:56:00	33272420	1718396	1109775	9.8	31159
2019-12-19 03:56:11	33273403	1718436	1109790	9.8	31159
2019-12-19 04:56:19	33273996	1718450	1109800	9.8	31160
2019-12-19 05:58:46	33274386	1718469	1109804	9.8	31160
2019-12-19 06:58:57	33274634	1718476	1109804	9.8	31160
2019-12-19 07:59:11	33274948	1718488	1109812	9.8	31160
2019-12-19 08:59:19	33275353	1718510	1109819	9.8	31160
2019-12-19 09:59:30	33276001	1718535	1109836	9.8	31160
2019-12-19 10:59:41	33276815	1718562	1109846	9.8	31161
2019-12-19 11:59:50	33277815	1718605	1109860	9.8	31161
2019-12-19 13:00:03	33279135	1718654	1109890	9.8	31163
2019-12-19 14:00:12	33281309	1718722	1109915	9.8	31166
2019-12-19 15:00:20	33283031	1718798	1109949	9.8	31169
2019-12-19 16:00:31	33284338	1718842	1109988	9.8	31173
2019-12-19 17:00:41	33285546	1718889	1110004	9.8	31174
2019-12-19 18:00:49	33286978	1718958	1110029	9.8	31174
2019-12-19 19:03:04	33288768	1719040	1110057	9.8	31176
2019-12-19 20:03:24	33291089	1719143	1110108	9.8	31177
2019-12-19 21:03:37	33293264	1719217	1110133	9.8	31177
2019-12-19 22:03:47	33295535	1719320	1110176	9.8	31177
2019-12-19 23:03:57	33298133	1719439	1110284	9.8	31177
2019-12-20 00:04:08	33301104	1719570	1110332	9.8	31184
2019-12-20 01:06:56	33304491	1719712	1110373	9.8	31184
2019-12-20 02:07:19	33306886	1719793	1110403	9.8	31186
2019-12-20 03:07:32	33308396	1719856	1110430	9.8	31186
2019-12-20 04:07:42	33309322	1719879	1110433	9.8	31186
2019-12-20 05:07:49	33309908	1719896	1110443	9.8	31190
2019-12-20 06:07:57	33310261	1719903	1110443	9.8	31190
2019-12-20 07:10:28	33310598	1719911	1110445	9.8	31190
2019-12-20 08:10:44	33310988	1719920	1110448	9.8	31190
2019-12-20 09:10:56	33311474	1719934	1110450	9.8	31190
2019-12-20 10:11:07	33312149	1719965	1110457	9.8	31190
2019-12-20 11:11:23	33312965	1719991	1110482	9.8	31190
2019-12-20 12:12:10	33314085	1720037	1110486	9.8	31190
2019-12-20 13:12:19	33315519	1720093	1110504	9.8	31192
2019-12-20 14:12:29	33317670	1720177	1110549	9.8	31193
2019-12-20 15:12:40	33319398	1720275	1110588	9.8	31194
2019-12-20 16:12:53	33320713	1720338	1110605	9.8	31194
2019-12-20 17:13:11	33322102	1720399	1110627	9.8	31195
2019-12-20 18:16:02	33323637	1720464	1110665	9.8	31196
2019-12-20 19:16:17	33325603	1720546	1110715	9.8	31197
2019-12-20 20:16:30	33327841	1720641	1110745	9.8	31199
2019-12-20 21:16:46	33330141	1720739	1110777	9.8	31199
2019-12-20 22:16:54	33332501	1720860	1110824	9.8	31200
2019-12-20 23:17:04	33335349	1721000	1110903	9.8	31201
2019-12-21 00:17:11	33338601	1721169	1111000	9.8	31209
2019-12-21 01:17:22	33342029	1721331	1111087	9.8	31214
2019-12-21 02:17:36	33344972	1721456	1111139	9.8	31218
2019-12-21 03:17:49	33346902	1721536	1111165	9.8	31219
2019-12-21 04:18:00	33348011	1721579	1111203	9.8	31222
2019-12-21 05:18:14	33348685	1721609	1111215	9.8	31222
2019-12-21 06:18:23	33349192	1721625	1111234	9.8	31222
2019-12-21 07:18:37	33349574	1721639	1111237	9.8	31222
2019-12-21 08:18:46	33349973	1721656	1111249	9.8	31223
2019-12-21 09:18:58	33350668	1721684	1111256	9.8	31223
2019-12-21 10:19:12	33351803	1721725	1111272	9.8	31223
2019-12-21 11:19:20	33353480	1721804	1111304	9.8	31223
2019-12-21 12:19:31	33355618	1721918	1111359	9.8	31223
2019-12-21 13:19:45	33358129	1722042	1111413	9.8	31225
2019-12-21 14:19:54	33361040	1722190	1111469	9.8	31227
2019-12-21 15:20:01	33363767	1722307	1111532	9.8	31227
2019-12-21 16:20:08	33366237	1722420	1111578	9.8	31229
2019-12-21 17:20:20	33368591	1722530	1111618	9.8	31229
2019-12-21 18:20:30	33371077	1722653	1111684	9.8	31231
2019-12-21 19:20:38	33373734	1722773	1111755	9.8	31233
2019-12-21 20:20:52	33376450	1722890	1111806	9.8	31235
2019-12-21 21:21:07	33379435	1723063	1111897	9.8	31235
2019-12-21 22:21:17	33382416	1723203	1112005	9.8	31244
2019-12-21 23:21:28	33385863	1723354	1112074	9.8	31244
2019-12-22 00:21:43	33389648	1723503	1112164	9.8	31251
2019-12-22 01:21:57	33393364	1723674	1112238	9.8	31253
2019-12-22 02:22:11	33396399	1723807	1112313	9.8	31253
2019-12-22 03:22:24	33398535	1723906	1112354	9.8	31259
2019-12-22 04:22:40	33399684	1723952	1112385	9.8	31262
2019-12-22 05:22:47	33400524	1723984	1112418	9.8	31262
2019-12-22 06:22:56	33401040	1724003	1112424	9.8	31262
2019-12-22 07:23:10	33401483	1724012	1112424	9.8	31263
2019-12-22 08:23:33	33401908	1724028	1112437	9.8	31263
2019-12-22 09:23:40	33402675	1724066	1112442	9.8	31263
2019-12-22 10:23:52	33403870	1724106	1112475	9.8	31263
2019-12-22 11:24:03	33405455	1724176	1112513	9.8	31263
2019-12-22 12:24:14	33407823	1724258	1112568	9.8	31265
2019-12-22 13:24:32	33410429	1724375	1112623	9.8	31269
2019-12-22 14:24:40	33413498	1724505	1112689	9.8	31272
2019-12-22 15:24:51	33416377	1724632	1112776	9.8	31272
2019-12-22 16:24:59	33418795	1724746	1112822	9.8	31275
2019-12-22 17:25:11	33421378	1724868	1112905	9.8	31280
2019-12-22 18:25:20	33424153	1724988	1112970	9.8	31280
2019-12-22 19:25:34	33426706	1725098	1113021	9.8	31285
2019-12-22 20:25:43	33429240	1725220	1113107	9.8	31285
2019-12-22 21:25:53	33431846	1725308	1113169	9.8	31287
2019-12-22 22:26:08	33434470	1725418	1113287	9.8	31289
2019-12-22 23:26:18	33437681	1725567	1113382	9.8	31291
2019-12-23 00:26:32	33441368	1725741	1113463	9.8	31298
2019-12-23 01:26:44	33444829	1725894	1113533	9.8	31304
2019-12-23 02:26:55	33447098	1725977	1113577	9.8	31307
2019-12-23 03:27:10	33448449	1726026	1113597	9.8	31308
2019-12-23 04:27:25	33449240	1726061	1113612	9.8	31311
2019-12-23 05:27:35	33449746	1726082	1113618	9.8	31311
2019-12-23 06:27:46	33450067	1726090	1113624	9.8	31311
2019-12-23 07:28:02	33450389	1726098	1113631	9.8	31311
2019-12-23 08:28:09	33450795	1726110	1113636	9.8	31311
2019-12-23 09:28:24	33451335	1726140	1113647	9.8	31311
2019-12-23 10:28:40	33452145	1726177	1113661	9.8	31312
2019-12-23 11:28:48	33453116	1726214	1113668	9.8	31312
2019-12-23 12:29:02	33454388	1726270	1113701	9.8	31313
2019-12-23 13:31:37	33456378	1726344	1113730	9.8	31316
2019-12-23 14:31:48	33458942	1726442	1113771	9.8	31317
2019-12-23 15:31:56	33460573	1726500	1113800	9.8	31318
2019-12-23 16:32:05	33462018	1726553	1113837	9.8	31318
2019-12-23 17:32:21	33463431	1726601	1113855	9.8	31322
2019-12-23 18:32:35	33465187	1726672	1113900	9.8	31324
2019-12-23 19:32:44	33467325	1726740	1113965	9.8	31325
2019-12-23 20:32:56	33469658	1726821	1114030	9.8	31327
2019-12-23 21:33:11	33472049	1726904	1114107	9.8	31330
2019-12-23 22:33:18	33474755	1727006	1114181	9.8	31331
2019-12-23 23:33:26	33477939	1727129	1114267	9.8	31331
2019-12-24 00:33:35	33481432	1727275	1114401	9.8	31331
2019-12-24 01:33:47	33484561	1727400	1114478	9.8	31340
2019-12-24 02:34:10	33486786	1727497	1114518	9.8	31342
2019-12-24 03:34:25	33488261	1727548	1114553	9.8	31342
2019-12-24 04:34:35	33488943	1727571	1114560	9.8	31343
2019-12-24 05:34:49	33489399	1727579	1114571	9.8	31343
2019-12-24 06:34:59	33489713	1727590	1114575	9.8	31345
2019-12-24 07:35:15	33490058	1727600	1114578	9.8	31345
2019-12-24 08:35:22	33490437	1727616	1114582	9.8	31345
2019-12-24 09:35:30	33490967	1727642	1114590	9.8	31345
2019-12-24 10:35:43	33491784	1727670	1114604	9.8	31345
2019-12-24 11:35:50	33492798	1727721	1114638	9.8	31345
2019-12-24 12:36:55	33494089	1727787	1114674	9.8	31346
2019-12-24 13:37:05	33496063	1727856	1114718	9.8	31347
2019-12-24 14:37:18	33498500	1727933	1114845	9.8	31350
2019-12-24 15:37:31	33500142	1727984	1114887	9.8	31351
2019-12-24 16:37:41	33501549	1728031	1114948	9.8	31351
2019-12-24 17:37:57	33502979	1728082	1114986	9.8	31352
2019-12-24 18:38:07	33504736	1728144	1115015	9.8	31355
2019-12-24 19:38:20	33506598	1728224	1115060	9.8	31356
2019-12-24 20:38:41	33508857	1728299	1115131	9.8	31359
2019-12-24 21:38:48	33510929	1728379	1115189	9.8	31359
2019-12-24 22:39:00	33513155	1728467	1115250	9.8	31362
2019-12-24 23:39:13	33515982	1728600	1115325	9.8	31362
2019-12-25 00:39:34	33519285	1728725	1115388	9.8	31368
2019-12-25 01:39:49	33522302	1728849	1115491	9.8	31372
2019-12-25 02:40:09	33524077	1728920	1115560	9.8	31374
2019-12-25 03:40:28	33525199	1728972	1115586	9.8	31374
2019-12-25 04:40:41	33525882	1729001	1115598	9.8	31374
2019-12-25 05:40:49	33526351	1729009	1115609	9.8	31374
2019-12-25 06:41:00	33526682	1729019	1115611	9.8	31374
2019-12-25 07:41:08	33526992	1729027	1115612	9.8	31375
2019-12-25 08:41:27	33527382	1729038	1115618	9.8	31375
2019-12-25 09:41:38	33527875	1729057	1115622	9.8	31375
2019-12-25 10:41:54	33528710	1729095	1115637	9.8	31375
2019-12-25 11:44:49	33529706	1729131	1115671	9.8	31376
2019-12-25 12:44:57	33530970	1729178	1115722	9.8	31376
2019-12-25 13:45:05	33532998	1729235	1115755	9.8	31378
2019-12-25 14:45:14	33534993	1729309	1115810	9.8	31378
2019-12-25 15:45:28	33536345	1729344	1115827	9.8	31379
2019-12-25 16:45:36	33537615	1729389	1115862	9.8	31379
2019-12-25 17:45:49	33538901	1729437	1115905	9.8	31380
2019-12-25 18:45:59	33540349	1729500	1115956	9.8	31382
2019-12-25 19:46:09	33542288	1729568	1115993	9.8	31382
2019-12-25 20:46:20	33544285	1729633	1116069	9.8	31383
2019-12-25 21:46:29	33546187	1729699	1116118	9.8	31384
2019-12-25 22:46:45	33548476	1729799	1116183	9.8	31384
2019-12-25 23:46:58	33551247	1729914	1116237	9.8	31388
2019-12-26 00:47:14	33554166	1730055	1116351	9.8	31390
2019-12-26 01:49:21	33556948	1730147	1116443	9.8	31391
2019-12-26 02:49:33	33558764	1730222	1116464	9.8	31391
2019-12-26 03:49:48	33559854	1730260	1116475	9.8	31391
2019-12-26 04:49:59	33560539	1730282	1116483	9.8	31391
2019-12-26 05:50:18	33560952	1730295	1116492	9.8	31392
2019-12-26 06:50:31	33561265	1730304	1116494	9.8	31393
2019-12-26 07:50:46	33561575	1730307	1116495	9.8	31394
2019-12-26 08:51:00	33561964	1730318	1116498	9.8	31396
2019-12-26 09:51:13	33562435	1730342	1116511	9.8	31396
2019-12-26 10:51:20	33563133	1730371	1116519	9.8	31396
2019-12-26 11:51:28	33564022	1730392	1116534	9.8	31397
2019-12-26 12:51:44	33565137	1730434	1116561	9.8	31397
2019-12-26 13:51:59	33567174	1730497	1116636	9.8	31398
2019-12-26 14:52:15	33569026	1730575	1116667	9.8	31398
2019-12-26 15:52:24	33570370	1730622	1116680	9.8	31403
2019-12-26 16:52:32	33571506	1730659	1116706	9.8	31405
2019-12-26 17:52:44	33572780	1730697	1116761	9.8	31405
2019-12-26 18:52:56	33574339	1730762	1116803	9.8	31406
2019-12-26 19:53:08	33576227	1730840	1116846	9.8	31406
2019-12-26 20:53:21	33578105	1730930	1116891	9.8	31406
2019-12-26 21:53:37	33580090	1731030	1116937	9.8	31406
2019-12-26 22:53:46	33582452	1731125	1116991	9.8	31409
2019-12-26 23:54:02	33585260	1731252	1117065	9.8	31409
2019-12-27 00:55:11	33588472	1731421	1117146	9.8	31413
2019-12-27 01:55:23	33591291	1731557	1117238	9.8	31413
2019-12-27 02:55:36	33593051	1731629	1117303	9.8	31415
2019-12-27 03:55:44	33594011	1731672	1117332	9.8	31416
2019-12-27 04:55:53	33594650	1731690	1117345	9.8	31417
2019-12-27 05:56:06	33595100	1731697	1117350	9.8	31417
2019-12-27 06:56:31	33595414	1731711	1117356	9.8	31417
2019-12-27 07:56:43	33595777	1731727	1117359	9.8	31417
2019-12-27 08:56:53	33596204	1731744	1117368	9.8	31418
2019-12-27 09:57:01	33596852	1731772	1117381	9.8	31418
2019-12-27 10:57:09	33597745	1731806	1117396	9.8	31418
2019-12-27 11:57:19	33598884	1731838	1117426	9.8	31419
2019-12-27 12:57:29	33600202	1731874	1117457	9.8	31419
2019-12-27 13:57:45	33602309	1731953	1117514	9.8	31419
2019-12-27 14:57:54	33604282	1732047	1117601	9.8	31419
2019-12-27 15:59:18	33605678	1732120	1117624	9.8	31423
2019-12-27 16:59:32	33607059	1732157	1117665	9.8	31423
2019-12-27 17:59:48	33608499	1732217	1117700	9.8	31427
2019-12-27 18:59:58	33610339	1732293	1117752	9.8	31428
2019-12-27 20:00:13	33612644	1732378	1117851	9.8	31428
2019-12-27 21:00:21	33614939	1732463	1117907	9.8	31429
2019-12-27 22:00:31	33617370	1732559	1117959	9.8	31429
2019-12-27 23:00:43	33620330	1732694	1118011	9.8	31429
2019-12-28 00:00:53	33623550	1732835	1118082	9.8	31434
2019-12-28 01:01:02	33626651	1732958	1118178	9.8	31434
2019-12-28 02:01:11	33629552	1733104	1118322	9.8	31439
2019-12-28 03:01:21	33631405	1733167	1118373	9.8	31439
2019-12-28 04:01:33	33632683	1733223	1118402	9.8	31440
2019-12-28 05:01:42	33633470	1733256	1118415	9.8	31440
2019-12-28 06:01:51	33633968	1733280	1118422	9.8	31441
2019-12-28 07:02:03	33634299	1733289	1118422	9.8	31442
2019-12-28 08:02:17	33634666	1733310	1118424	9.8	31442
2019-12-28 09:02:25	33635224	1733327	1118453	9.8	31442
2019-12-28 10:02:34	33636164	1733372	1118460	9.8	31442
2019-12-28 11:02:48	33637456	1733424	1118486	9.8	31443
2019-12-28 12:02:59	33639105	1733505	1118539	9.8	31444
2019-12-28 13:03:06	33641158	1733604	1118585	9.8	31445
2019-12-28 14:03:20	33643739	1733737	1118666	9.8	31447
2019-12-28 15:03:29	33646283	1733864	1118758	9.8	31448
2019-12-28 16:03:36	33648595	1733972	1118795	9.8	31451
2019-12-28 17:03:50	33650738	1734054	1118851	9.8	31454
2019-12-28 18:03:58	33652879	1734146	1118912	9.8	31454
2019-12-28 19:04:10	33654997	1734267	1119006	9.8	31457
2019-12-28 20:04:27	33657200	1734386	1119085	9.8	31457
2019-12-28 21:04:34	33659507	1734526	1119136	9.8	31459
2019-12-28 22:04:47	33661605	1734650	1119218	9.8	31463
2019-12-28 23:05:09	33664075	1734808	1119324	9.8	31465
2019-12-29 00:05:24	33667245	1734951	1119458	9.8	31465
2019-12-29 01:05:31	33670801	1735138	1119617	9.8	31465
2019-12-29 02:05:41	33674334	1735275	1119693	9.8	31481
2019-12-29 03:05:52	33677625	1735371	1119730	9.8	31486
2019-12-29 04:06:01	33680016	1735455	1119763	9.8	31489
2019-12-29 05:06:12	33680812	1735486	1119804	9.8	31490
2019-12-29 06:06:20	33681342	1735507	1119813	9.8	31492
2019-12-29 07:06:32	33681694	1735516	1119818	9.8	31492
2019-12-29 08:06:47	33682068	1735526	1119828	9.8	31493
2019-12-29 09:07:00	33682591	1735546	1119839	9.8	31493
2019-12-29 10:07:21	33683557	1735589	1119851	9.8	31493
2019-12-29 11:07:38	33685050	1735668	1119885	9.8	31493
2019-12-29 12:07:48	33686926	1735765	1119944	9.8	31494
2019-12-29 13:08:02	33689299	1735881	1120021	9.8	31495
2019-12-29 14:08:17	33692101	1736002	1120116	9.8	31496
2019-12-29 15:08:29	33694830	1736121	1120229	9.8	31497
2019-12-29 16:08:41	33697421	1736224	1120289	9.8	31497
2019-12-29 17:08:53	33699771	1736349	1120370	9.8	31498
2019-12-29 18:11:28	33702361	1736463	1120454	9.8	31500
2019-12-29 19:11:40	33704877	1736577	1120541	9.8	31500
2019-12-29 20:11:51	33707398	1736711	1120586	9.8	31506
2019-12-29 21:12:04	33710018	1736831	1120664	9.8	31510
2019-12-29 22:12:15	33712778	1736951	1120725	9.8	31513
2019-12-29 23:12:25	33715823	1737101	1120807	9.8	31513
2019-12-30 00:12:39	33719385	1737266	1120909	9.8	31513
2019-12-30 01:12:52	33722876	1737424	1121002	9.8	31526
2019-12-30 02:13:01	33725531	1737519	1121068	9.8	31534
2019-12-30 03:13:16	33727282	1737602	1121096	9.8	31535
2019-12-30 04:13:28	33728296	1737638	1121104	9.8	31536
2019-12-30 05:13:40	33728865	1737660	1121113	9.8	31536
2019-12-30 06:13:48	33729265	1737668	1121125	9.8	31537
2019-12-30 07:13:55	33729623	1737675	1121129	9.8	31537
2019-12-30 08:14:09	33729968	1737677	1121130	9.8	31537
2019-12-30 09:14:17	33730436	1737697	1121132	9.8	31537
2019-12-30 10:14:37	33731273	1737725	1121153	9.8	31537
2019-12-30 11:14:51	33732236	1737763	1121170	9.8	31537
2019-12-30 12:15:03	33733467	1737821	1121185	9.8	31538
2019-12-30 13:15:12	33735103	1737890	1121211	9.8	31538
2019-12-30 14:15:25	33737597	1737991	1121252	9.8	31543
2019-12-30 15:15:32	33739522	1738066	1121303	9.8	31543
2019-12-30 16:15:43	33741156	1738127	1121377	9.8	31544
2019-12-30 17:15:51	33742564	1738168	1121403	9.8	31544
2019-12-30 18:16:06	33744288	1738235	1121458	9.8	31549
2019-12-30 19:16:32	33746264	1738320	1121492	9.8	31549
2019-12-30 20:18:46	33748853	1738465	1121546	9.8	31549
2019-12-30 21:19:01	33751537	1738878	1121613	9.8	31556
2019-12-30 22:19:15	33754097	1738998	1121689	9.8	31558
2019-12-30 23:19:23	33757443	1739592	1121774	9.8	31560
2019-12-31 00:19:34	33761625	1740431	1121906	9.8	31562
2019-12-31 01:19:46	33765584	1740962	1122035	9.8	31566
2019-12-31 02:20:50	33768496	1741267	1122108	9.8	31566
2019-12-31 03:21:10	33770261	1741433	1122141	9.8	31568
2019-12-31 04:21:18	33771259	1741508	1122161	9.8	31568
2019-12-31 05:21:26	33771891	1741556	1122173	9.8	31568
2019-12-31 06:21:40	33772310	1741590	1122174	9.8	31568
2019-12-31 07:21:51	33772703	1741626	1122183	9.8	31568
2019-12-31 08:21:58	33773148	1741682	1122194	9.8	31569
2019-12-31 09:22:13	33773757	1741791	1122200	9.8	31569
2019-12-31 10:22:27	33774732	1741931	1122214	9.8	31569
2019-12-31 11:22:42	33775950	1742049	1122243	9.8	31570
2019-12-31 12:22:54	33777598	1742256	1122258	9.8	31570
2019-12-31 13:23:06	33779873	1742515	1122293	9.8	31571
2019-12-31 14:23:14	33782692	1742894	1122358	9.8	31574
2019-12-31 15:23:27	33785061	1743135	1122397	9.8	31574
2019-12-31 16:23:40	33787059	1743318	1122456	9.8	31580
2019-12-31 17:23:48	33789091	1743539	1122539	9.8	31582
2019-12-31 18:24:28	33791178	1743822	1122607	9.8	31582
2019-12-31 19:24:48	33793647	1744117	1122642	9.8	31582
2019-12-31 20:25:01	33796279	1744394	1122679	9.8	31590
2019-12-31 21:25:13	33798449	1744721	1122744	9.8	31593
2019-12-31 22:25:23	33800734	1745010	1122793	9.8	31595
2019-12-31 23:25:32	33803083	1745322	1122873	9.8	31602
2020-01-01 00:25:44	33805615	1745667	1122988	9.8	31604
2020-01-01 01:25:51	33808233	1745988	1123081	9.8	31607
2020-01-01 02:26:06	33811778	1746340	1123128	9.8	31608
2020-01-01 03:28:24	33816346	1746614	1123181	9.8	31609
2020-01-01 04:28:45	33817807	1746756	1123196	9.8	31609
2020-01-01 05:28:56	33818740	1746832	1123217	9.8	31609
2020-01-01 06:29:09	33819257	1746866	1123230	9.8	31611
2020-01-01 07:29:31	33819657	1746891	1123234	9.8	31611
2020-01-01 08:30:28	33820140	1746935	1123234	9.8	31613
2020-01-01 09:30:41	33821059	1747052	1123248	9.8	31614
2020-01-01 10:33:03	33822592	1747264	1123274	9.8	31614
2020-01-01 11:33:16	33824698	1747515	1123299	9.8	31615
2020-01-01 12:33:28	33827256	1747793	1123366	9.8	31618
2020-01-01 13:33:43	33830159	1748070	1123432	9.8	31620
2020-01-01 14:33:55	33833258	1748355	1123518	9.8	31621
2020-01-01 15:34:06	33836504	1748646	1123644	9.8	31623
2020-01-01 16:34:15	33839614	1748951	1123755	9.8	31625
2020-01-01 17:34:24	33842760	1749212	1123824	9.8	31626
2020-01-01 18:34:37	33845899	1749482	1123892	9.8	31626
2020-01-01 19:34:50	33849058	1749738	1123951	9.8	31628
2020-01-01 20:34:58	33852297	1750016	1124036	9.8	31629
2020-01-01 21:35:10	33855513	1750279	1124136	9.8	31631
2020-01-01 22:35:17	33859040	1750558	1124251	9.8	31635
2020-01-01 23:35:31	33863114	1750855	1124401	9.8	31635
2020-01-02 00:35:44	33867904	1751237	1124546	9.8	31640
